Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Novelty,Diversity,,,Tanimoto_Similarity,Tissue_Activity
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1ccccc1SCCC(=O)N1CC[C@H](c2ccccc2C)C1,prostate,Rat,Human,0.344444444,0.298563629,1,0.510869565,,,,
CC1(C)N(Br)C(=O)N(Br)C1=O,CC(C)CC(=O)Nc1cc(Br)ccc1Br,brain,Rat,Human,0.216666667,0.158740804,1,0.944444444,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC,CCCC[C@@H](CC(=O)N1CCC[C@H](C)C1)NC(=O)c1ccco1,kidney,Rat,Human,0.216071429,0.019095803,1,0.368200837,,,,
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,CCN(CC(=O)Nc1ccc(F)cc1)C(=O)c1ccc(C)cc1,brain,Rat,Human,0.332758621,0.63793987,1,0.944444444,,,,
CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,CCOC(=O)NCC(=O)NCC1(c2ccccc2F)CCCC1,kidney,Rat,Human,0.315517241,0.009847703,1,0.368200837,,,,
COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,C/C=C/C(=O)N[C@H]1CCOc2ccc(C(C)C)cc21,prostate,Rat,Human,0.256862745,0.51781261,1,0.510869565,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,COc1cccc([C@@H]2CCCN2C(=O)c2cccc(C)c2)c1,kidney,Rat,Human,0.417307692,0.060041912,1,0.368200837,,,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CS(=O)(=O)CCC(=O)N(Cc1ccc(F)cc1)C1CCOCC1,prostate,Rat,Human,0.148,0.356536627,1,0.510869565,,,,
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,COc1ccc(-c2ncn(C(=O)c3cccc(C(F)F)c3)n2)cc1NC(C)=O,kidney,Rat,Human,0.262162162,0.08820124,1,0.368200837,,,,
CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,O=C(Nc1ccc(Cl)cc1)[C@@H]1CC(c2ccccc2)=NO1,prostate,Rat,Human,0.293548387,0.422074318,1,0.510869565,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1ccccc1SCCC(=O)N1CC[C@H](c2ccccc2C)C1,kidney,Rat,Human,0.344444444,0.048693404,1,0.368200837,,,,
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,CC[C@H](O)Cc1ccc2c(c1)C(=O)C(C)(C)C[NH2+]2,prostate,Rat,Human,0.253846154,0.437897146,1,0.510869565,,,,
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,CC(C)[C@@H]([NH3+])c1cccc(C(=O)CCC(F)F)c1,kidney,Rat,Human,0.207142857,0.032641184,1,0.368200837,,,,
CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,C[C@@H]1CCCN(C(=O)c2ccc(-c3ccccc3)cc2NC(=O)NCC(C)(C)CCO)C1,kidney,Rat,Human,0.3,0.045263208,1,0.368200837,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,O=C(Nc1ccc(Cl)cc1)[C@@H]1CC(c2ccccc2)=NO1,prostate,Rat,Human,0.392682927,0.422074318,1,0.510869565,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,O=C(COc1cccnc1)c1ccc(Cl)cc1,kidney,Rat,Human,0.442465753,0.013786609,1,0.368200837,,,,
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,Cn1nc(C(=O)Nc2ccccc2)cc1C(=O)NC1CCCCC1,prostate,Rat,Human,0.308695652,0.417459667,1,0.510869565,,,,
OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC(O)=C2C3=O)[N+]([O-])=O)C=C1,Cc1ccc(CNC(=O)c2ccc(C(=O)N3CCC[C@H]3C)cc2)cc1,kidney,Rat,Human,0.307692308,0.055152629,1,0.368200837,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C/C=C(\CC)N1CCN(C(=O)/C=C/C2CC2)CC1,kidney,Rat,Human,0.204166667,0.044862237,1,0.368200837,,,,
OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,CCN(CC(=O)Nc1ccc(F)cc1)C(=O)c1ccc(C)cc1,prostate,Rat,Human,0.35,0.421341866,1,0.510869565,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CC[NH+]1CCC(NCc2c(O)cc(Cl)cc2Cl)CC1,prostate,Rat,Human,0.334567901,0.494553655,1,0.510869565,,,,
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CCN(CC(=O)Nc1ccc(F)cc1)C(=O)c1ccc(C)cc1,kidney,Rat,Human,0.367241379,0.041678376,1,0.368200837,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1ccccc1SCCC(=O)N1CC[C@H](c2ccccc2C)C1,kidney,Rat,Human,0.344444444,0.048693404,1,0.368200837,,,,
CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,Cc1ocnc1CCNC(=O)c1ccc(S(C)(=O)=O)cc1,kidney,Rat,Human,0.313675214,0.036083128,1,0.368200837,,,,
CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,Cc1cc(F)cc(C)c1NC(=O)C1CC1,kidney,Rat,Human,0.238461538,0.024656959,1,0.368200837,,,,
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,CC[NH+]1CCC[C@@H](Cc2cnn(C3CCCCC3)c2)C1,kidney,Rat,Human,0.153571429,0.033890203,1,0.368200837,,,,
CCCCNS(=O)(=O)C1=CC=C(C)C=C1,CCCc1nnc(NC(=O)[C@@H]2CCN[C@H](c3ccc(Cl)cc3)C2)s1,kidney,Rat,Human,0.282795699,0.01445732,1,0.368200837,,,,
CCCCCCCCCC1=CC=C(O)C=C1,COc1ccc(C[NH2+]C[C@@H]2CCCC[C@@H]2C(F)(F)F)cc1,prostate,Rat,Human,0.279775281,0.436685234,1,0.510869565,,,,
"[Na+].CCCCCCCCCCCC*.[O-]S(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:14:3,16:2,17:2,m:13:21.22.23|",CCN(CC)S(=O)(=O)c1ccc(NC(=O)c2ccc(C)cc2)cc1,kidney,Rat,Human,0.259292035,0.027544316,1,0.368200837,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(N2CCN(C(=O)[C@@H](C)NC(=O)c3n[nH]c(C)n3)[C@@H](c3ccc(C)cc3)C2)cc1,prostate,Rat,Human,0.387356322,0.422352999,1,0.510869565,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C/C=C(\CC)N1CCN(C(=O)/C=C/C2CC2)CC1,kidney,Rat,Human,0.204166667,0.044862226,1,0.368200837,,,,
CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,COc1cccc(CCC(=O)Nc2ccc(S(C)(=O)=O)cc2F)c1,brain,Rat,Human,0.384313725,0.464196593,1,0.944444444,,,,
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,O=CN1CC=CC(Nc2ccc(S(=O)(=O)Cc3ccccc3)cc2)=N1,kidney,Rat,Human,0.292982456,0.096412696,1,0.368200837,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,O=C(NNc1cccnc1)[C@H]1CC([O-])=N[C@@H](Oc2cccc(F)c2)N1,kidney,Rat,Human,0.2875,0.022360368,1,0.368200837,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,O=C(COc1cccnc1)c1ccc(Cl)cc1,kidney,Rat,Human,0.442465753,0.013786609,1,0.368200837,,,,
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,Cc1ncc(Cl)c(O[C@@H](C)c2cccs2)n1,prostate,Rat,Human,0.180808081,0.462797225,1,0.510869565,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCC(=O)N1c2ccc(C)cc2C[C@@H]1C,kidney,Rat,Human,0.3,0.01413964,1,0.368200837,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC(C)=Cc1c(-c2cccs2)nn(C)c1C1CCCC1,kidney,Rat,Human,0.252380952,0.097742982,1,0.368200837,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,COc1cccc([C@@H]2CCCN2C(=O)c2cccc(C)c2)c1,kidney,Rat,Human,0.417307692,0.060041912,1,0.368200837,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,CCc1ncc(NC(=O)CCc2ccccc2C)s1,kidney,Rat,Human,0.188235294,0.041148588,1,0.368200837,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",O=C(Cc1cccc(O)c1)N1CCOc2ccccc21,kidney,Rat,Human,0.294444444,0.05628515,1,0.368200837,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CCN(CC)c1ncnc(-c2cc(Br)c3c(c2)OCCO3)n1,kidney,Rat,Human,0.331707317,0.032867987,1,0.368200837,,,,
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,CCc1nn(C)cc1CNC(=O)COc1cc2ccccc2cc1C,kidney,Rat,Human,0.304724409,0.057013586,1,0.368200837,,,,
CCOC(=O)\C=C(/C)\C=C\C[C@@H](C)CCCC(C)C,CC(C)CCc1cccc(NC(=O)CN2CCNC(=S)C2=O)c1,kidney,Rat,Human,0.238613861,0.026996786,1,0.368200837,,,,
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,C[SH](C)(=O)CC(=O)N[C@@H](C#N)c1ccc2c(c1)OCO2,kidney,Rat,Human,0.238297872,0.002236942,1,0.368200837,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CCCCc1nnc(NC(=O)NCc2cn(CC)nc2C(C)=O)s1,kidney,Rat,Human,0.200775194,0.01772156,1,0.368200837,,,,
[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C1,COc1ccc(NS(=O)(=O)c2ccc(C(=O)[O-])cc2)cc1,kidney,Rat,Human,0.3,0.028554121,1,0.368200837,,,,
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,COc1ccc(F)cc1N(C[C@H]1CCCO1)C(C)(C)C(=O)Nc1cccnc1,kidney,Rat,Human,0.241666667,0.022030447,1,0.368200837,,,,
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,Cc1ccccc1SCCC(=O)N1CC[C@H](c2ccccc2C)C1,kidney,Rat,Human,0.315053763,0.048693404,1,0.368200837,,,,
CCCCNS(=O)(=O)C1=CC=C(C)C=C1,CCCc1nnc(NC(=O)[C@@H]2CCN[C@H](c3ccc(Cl)cc3)C2)s1,kidney,Rat,Human,0.282795699,0.01445732,1,0.368200837,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CC(C)(C)OC(=O)Nc1ccc(CC(=O)NC2CC2)cc1,prostate,Rat,Human,0.327272727,0.4278166,1,0.510869565,,,,
[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S([O-])(=O)=O)C=C1,CS(=O)(=O)c1cccc([C@@H](Nc2ccccc2)[C@H]2COCCO2)c1,kidney,Rat,Human,0.284931507,0.022633839,1,0.368200837,,,,
Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,CC[C@@H](C[NH3+])N(C)C(=O)CN1CCO[C@H](c2ccccc2)C1,kidney,Rat,Human,0.223809524,0.017784279,1,0.368200837,,,,
COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,CC[C@@H](C)[NH+]1CCN(Cc2c(C)cccc2[S@](C)=O)CC1,brain,Rat,Human,0.244329897,0.498276174,1,0.944444444,,,,
CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,Cc1cccc2c1NC(=O)C[C@@H]2C(=O)Nc1ccc(Cl)c(Cl)c1,kidney,Rat,Human,0.494366197,0.020968216,1,0.368200837,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCCCc1nnc(NC(=O)NCc2cn(CC)nc2C(C)=O)s1,kidney,Rat,Human,0.198484848,0.01772156,1,0.368200837,,,,
CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,Cc1ccc(-c2cc(S(=O)(=O)N3CCC(C(=O)NC(=O)NC4CC4)CC3)cc(C(C)C)c2C)cc1,prostate,Rat,Human,0.225,0.436237454,1,0.510869565,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1ccccc1SCCC(=O)N1CC[C@H](c2ccccc2C)C1,kidney,Rat,Human,0.344444444,0.048693389,1,0.368200837,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,CCNS(=O)(=O)c1ccc(Cl)c(N)c1,kidney,Rat,Human,0.42,0.009376096,1,0.368200837,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CCCCc1nnc(NC(=O)NCc2cn(CC)nc2C(C)=O)s1,kidney,Rat,Human,0.200775194,0.01772156,1,0.368200837,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,CCNS(=O)(=O)c1ccc(Cl)c(N)c1,kidney,Rat,Human,0.42,0.009376096,1,0.368200837,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@@H]1CCCC[C@H]1N1CCN(Cc2ccco2)C[C@]12CCCNC2=O,kidney,Rat,Human,0.223893805,0.017892474,1,0.368200837,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,CN(CC(=O)Nc1cncc2ccccc12)C(=O)c1cnc2ccccc2c1,kidney,Rat,Human,0.472727273,0.054431804,1,0.368200837,,,,
CCCC[Sn](Cl)(CCCC)CCCC,CCCn1cc(C[NH2+]C[C@](C)(O)c2ccccc2Cl)cn1,prostate,Rat,Human,0.202272727,0.536747575,1,0.510869565,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@@H]1CCCC[C@H]1N1CCN(Cc2ccco2)C[C@]12CCCNC2=O,kidney,Rat,Human,0.223893805,0.017892474,1,0.368200837,,,,
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,Cc1ccccc1SCCC(=O)N1CC[C@H](c2ccccc2C)C1,kidney,Rat,Human,0.315053763,0.048693404,1,0.368200837,,,,
CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1,O=C(CCC1CCCCC1)N1CCN(C(=O)c2ccc(O)cc2)CC1,prostate,Rat,Human,0.323140496,0.305711538,1,0.510869565,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,O=C(Nc1ccc(Cl)cc1)[C@@H]1CC(c2ccccc2)=NO1,kidney,Rat,Human,0.30212766,0.073363349,1,0.368200837,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,O=C(Nc1ccc(Cl)cc1)[C@@H]1CC(c2ccccc2)=NO1,kidney,Rat,Human,0.249425287,0.073363349,1,0.368200837,,,,
[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S([O-])(=O)=O)C=C1,CS(=O)(=O)c1cccc([C@@H](Nc2ccccc2)[C@H]2COCCO2)c1,kidney,Rat,Human,0.284931507,0.02263383,1,0.368200837,,,,
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CC(C)(C)[C@H]1CCC(=O)[C@@H]2SC(C(=O)[O-])=N[C@@H]21,prostate,Rat,Human,0.255555556,0.365868866,1,0.510869565,,,,
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(CC=C)=C2C)C1(C)C,COC(=O)[C@@H](NC1CC2(CCC2)C1)C(C)C,kidney,Rat,Human,0.211111111,0.016647859,1,0.368200837,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(N2CCN(C(=O)[C@@H](C)NC(=O)c3n[nH]c(C)n3)[C@@H](c3ccc(C)cc3)C2)cc1,kidney,Rat,Human,0.387356322,0.038018379,1,0.368200837,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[NH3+]CCn1cnc2ccccc21,prostate,Rat,Human,0.110752688,0.400916487,1,0.510869565,,,,
CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,COc1ccc(Cl)c(NC(=O)CCc2ccc(-c3ccccn3)s2)c1,kidney,Rat,Human,0.282608696,0.027241997,1,0.368200837,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,O=C(Nc1ccc(Cl)cc1)[C@@H]1CC(c2ccccc2)=NO1,prostate,Rat,Human,0.3,0.422074318,1,0.510869565,,,,
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,O=CN1CC=CC(Nc2ccc(S(=O)(=O)Cc3ccccc3)cc2)=N1,kidney,Rat,Human,0.292982456,0.096412696,1,0.368200837,,,,
CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,CCC(CC)(NC(=O)NC[C@@H]1CN(c2ccc(F)cc2)CCO1)c1nc(C)no1,prostate,Rat,Human,0.25,0.457715958,1,0.510869565,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC(C)=Cc1c(-c2cccs2)nn(C)c1C1CCCC1,kidney,Rat,Human,0.252380952,0.097742982,1,0.368200837,,,,
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,CC(C)(C)[C@H]1CCC(=O)[C@@H]2SC(C(=O)[O-])=N[C@@H]21,prostate,Rat,Human,0.242857143,0.365868866,1,0.510869565,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCC(=O)N1c2ccc(C)cc2C[C@@H]1C,prostate,Rat,Human,0.3,0.464339912,1,0.510869565,,,,
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,Cn1nc(C(=O)Nc2ccccc2)cc1C(=O)NC1CCCCC1,prostate,Rat,Human,0.308695652,0.417459667,1,0.510869565,,,,
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,CS(=O)(=O)c1cccc([C@@H](Nc2ccccc2)[C@H]2COCCO2)c1,kidney,Rat,Human,0.44939759,0.022633839,1,0.368200837,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COc1ccc(OC)c(C2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)c1,kidney,Rat,Human,0.390322581,0.06752117,1,0.368200837,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CCCCc1nnc(NC(=O)NCc2cn(CC)nc2C(C)=O)s1,kidney,Rat,Human,0.200775194,0.01772156,1,0.368200837,,,,
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CCN(CC(=O)Nc1ccc(F)cc1)C(=O)c1ccc(C)cc1,kidney,Rat,Human,0.367241379,0.041678376,1,0.368200837,,,,
CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,CC(=O)NS(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1,kidney,Rat,Human,0.45483871,0.035045765,1,0.368200837,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CN(CC1=CC[C@@H](N)C=C1)n1ccc(=O)c2ccccc21,kidney,Rat,Human,0.318390805,0.04162278,1,0.368200837,,,,
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)(C)[C@H]1CCC(=O)[C@@H]2SC(C(=O)[O-])=N[C@@H]21,prostate,Rat,Human,0.273469388,0.365868866,1,0.510869565,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,O=C(Cc1cccc(O)c1)N1CCOc2ccccc21,kidney,Rat,Human,0.340384615,0.056285162,1,0.368200837,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,O=C(Nc1ccc(Cl)cc1)[C@@H]1CC(c2ccccc2)=NO1,kidney,Rat,Human,0.30212766,0.073363349,1,0.368200837,,,,
O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1,Cc1ccccc1SCCC(=O)N1CC[C@H](c2ccccc2C)C1,prostate,Rat,Human,0.358426966,0.29856357,1,0.510869565,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COc1ccc(OC)c(C2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)c1,kidney,Rat,Human,0.390322581,0.06752117,1,0.368200837,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,COc1ccc(OC)c(COc2ccc(Cl)c(C(N)=O)c2)c1,kidney,Rat,Human,0.437662338,0.019495614,1,0.368200837,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,CC(=O)NS(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1,prostate,Rat,Human,0.311009174,0.426563829,1,0.510869565,,,,
FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,O=CN1CC=CC(Nc2ccc(S(=O)(=O)Cc3ccccc3)cc2)=N1,kidney,Rat,Human,0.206557377,0.096412696,1,0.368200837,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,O=C(Nc1ccnn1Cc1ccc(Cl)cc1)[C@@H]1COc2ccccc2O1,kidney,Rat,Human,0.399065421,0.032196123,1,0.368200837,,,,
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,CS(=O)(=O)c1cccc([C@@H](Nc2ccccc2)[C@H]2COCCO2)c1,kidney,Rat,Human,0.44939759,0.022633839,1,0.368200837,,,,
O.[K+].NC(=O)C1=NC(=N[N-]1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,COc1ccc(CC(=O)Nc2cc(F)c3ccccc3n2)cc1OC,kidney,Rat,Human,0.360162602,0.012370583,1,0.368200837,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,Cc1ccc(C(=O)N2CCO[C@@H](CC(=O)N[C@H]3CO[C@H](C)C3)C2)cc1,kidney,Rat,Human,0.265137615,0.094160065,1,0.368200837,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(N2CCN(C(=O)[C@@H](C)NC(=O)c3n[nH]c(C)n3)[C@@H](c3ccc(C)cc3)C2)cc1,prostate,Rat,Human,0.387356322,0.422352999,1,0.510869565,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CCCCc1nnc(NC(=O)NCc2cn(CC)nc2C(C)=O)s1,kidney,Rat,Human,0.200775194,0.01772156,1,0.368200837,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCCCc1nnc(NC(=O)NCc2cn(CC)nc2C(C)=O)s1,kidney,Rat,Human,0.198484848,0.01772156,1,0.368200837,,,,
[Cl-].CCCCCCCCCCCC[N+](C)(C)C,CCCn1cc(C[NH2+]C[C@](C)(O)c2ccccc2Cl)cn1,brain,Rat,Human,0.183333333,0.842403352,1,0.944444444,,,,
CC(C)(COCC1CO1)COCC1CO1,COCC[NH+]1C[C@@H](O)[C@@H](Cc2ncc3c(n2)CCCC3)C1,kidney,Rat,Human,0.196774194,0.020224281,1,0.368200837,,,,
OC1=CC(Cl)=C(C=C1)C1=CC=CC=C1,O=C(NCc1cccc(C(F)(F)F)c1)c1nc2ccsc2[nH]1,prostate,Rat,Human,0.272413793,0.783382714,1,0.510869565,,,,
COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,CC(C)c1ccc(OCC(=O)Nc2ccc(C(N)=O)cc2C(=O)[O-])cc1,brain,Rat,Human,0.333333333,0.271665394,1,0.944444444,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,Cc1[nH]nc2c1N(S(=O)(=O)c1cc(C(=O)Nc3ccc(F)cc3)ccc1Cl)CCN2C,kidney,Rat,Human,0.278378378,0.009907555,1,0.368200837,,,,
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,O=C(Cc1cccc(O)c1)N1CCOc2ccccc21,kidney,Rat,Human,0.3,0.05628515,1,0.368200837,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC(C)=Cc1c(-c2cccs2)nn(C)c1C1CCCC1,kidney,Rat,Human,0.252380952,0.097742982,1,0.368200837,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCC(CCC)NC(=O)Nc1ccc(C#N)cc1,prostate,Rat,Human,0.403797468,0.476074189,1,0.510869565,,,,
