Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Diversity,,,,Tanimoto_Similarity,Tissue_Activity
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OC(=O)C(F)(F)F.COC1=CC(C2=C(CCC3CCCCC3)SC(NC(=O)C3=CC4=CC(C)=CC(C)=C4N3CC(O)=O)=N2)=C(OC)C=C1Cl,prostate,Rat,Human,0.231132075,0.787335873,0.880434783,,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,prostate,Rat,Human,0.253333333,0.493435383,0.880434783,,,,,
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,C(C1CO1)N(CC1CO1)C1=CC=C(CC2=CC=C(C=C2)N(CC2CO2)CC2CO2)C=C1,kidney,Rat,Human,0.290322581,0.210984573,0.715481172,,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,prostate,Rat,Human,0.365384615,0.966950595,0.880434783,,,,,
CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,brain,Rat,Human,0.429577465,0.70203048,1,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OCCOC1=C(CC2=C(O)C=CC=C2)C=CC=C1,prostate,Rat,Human,0.417910448,0.768001437,0.880434783,,,,,
CC1(C)N(Br)C(=O)N(Br)C1=O,CSC1=NN(C(=O)N1N)C(=O)NC1=CC=CS1,brain,Rat,Human,0.121212121,0.852091551,1,,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC,CCCCCCCC=CCCCCCCCCC1=NCCN1CCO,kidney,Rat,Human,0.414893617,0.030194541,0.715481172,,,,,
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,brain,Rat,Human,0.987341772,0.823117912,1,,,,,
CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC=C4)[C@@H]1CC[C@H]2O,kidney,Rat,Human,0.11965812,0.71614188,0.715481172,,,,,
COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,CCCN(C1CCN(CC1)C1CCCNCC1)[C@@H]1CCCC1,prostate,Rat,Human,0.111111111,0.494382679,0.880434783,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,[Cl-].CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCCN2C)C=C1,kidney,Rat,Human,0.243697479,0.326970637,0.715481172,,,,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,prostate,Rat,Human,0.666666667,0.55884403,0.880434783,,,,,
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,FC1(F)OC2=CC=CC(=C2O1)C1=CNC=C1C#N,kidney,Rat,Human,0.214285714,0.927783668,0.715481172,,,,,
CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(O)C=C1,prostate,Rat,Human,0.44,0.691590607,0.880434783,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=C([Hg]Cl)C=CC=C1,kidney,Rat,Human,0.307692308,0.974101305,0.715481172,,,,,
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,prostate,Rat,Human,0.146551724,0.466375053,0.880434783,,,,,
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,kidney,Rat,Human,0.974025974,0.064327084,0.715481172,,,,,
CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,CCC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,kidney,Rat,Human,0.819672131,0.251227051,0.715481172,,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=CC=C1,prostate,Rat,Human,0.566037736,0.501230717,0.880434783,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)OCC1=CC=C(O)C(O)=C1O,kidney,Rat,Human,0.507246377,0.973811626,0.715481172,,,,,
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,CC1=C(F)C(F)=C(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)C(F)=C1F,prostate,Rat,Human,0.275229358,0.58855474,0.880434783,,,,,
OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC(O)=C2C3=O)[N+]([O-])=O)C=C1,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1O)C3=O)C(C)=O,kidney,Rat,Human,0.223684211,0.987204134,0.715481172,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,OC(=O)CN(CC(O)=O)C(O)=O,kidney,Rat,Human,0.146666667,0.294370085,0.715481172,,,,,
OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,CC(C)C(O)C(=O)C(C)C1=CC=C(OC2=CC=C(C=C2)C(F)(F)F)C=C1,prostate,Rat,Human,0.2,0.457667053,0.880434783,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,OC(=O)CCC(O)=O,prostate,Rat,Human,0.015151515,0.728045642,0.880434783,,,,,
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,kidney,Rat,Human,1,0.991224945,0.715481172,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=C([Hg]Cl)C=CC=C1,kidney,Rat,Human,0.307692308,0.974101305,0.715481172,,,,,
CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,ClC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,kidney,Rat,Human,0.866666667,0.626498878,0.715481172,,,,,
CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,[O-][N+](=O)C1=CC=C(O1)\C=N\N1CCOC1=O,kidney,Rat,Human,0.215384615,0.490952522,0.715481172,,,,,
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O,kidney,Rat,Human,0.757575758,0.899123192,0.715481172,,,,,
CCCCNS(=O)(=O)C1=CC=C(C)C=C1,CCCN(CCCOC(=O)C1=CC=C(CC)C(O)=C1)C(O)=O,kidney,Rat,Human,0.202380952,0.160098687,0.715481172,,,,,
CCCCCCCCCC1=CC=C(O)C=C1,CC1=NC=C(C=N1)[C@@H](CCCCCCC1=NC2=C(CCCN2)C=C1)C(O)=O,prostate,Rat,Human,0.24,0.911572993,0.880434783,,,,,
"[Na+].CCCCCCCCCCCC*.[O-]S(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:14:3,16:2,17:2,m:13:21.22.23|",CCCCCCCCCCCCN1CCCCCC1=O,kidney,Rat,Human,0.382022472,0.0581691,0.715481172,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OC(=O)C(F)(F)F.COC1=CC(C2=C(CCC3CCCCC3)SC(NC(=O)C3=CC4=CC(C)=CC(C)=C4N3CC(O)=O)=N2)=C(OC)C=C1Cl,prostate,Rat,Human,0.231132075,0.787335873,0.880434783,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,OC(=O)CN(CC(O)=O)CC(O)=O,kidney,Rat,Human,0.155844156,0.349480122,0.715481172,,,,,
CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,CSC1=NC2=C(N1)C=C(N)C(N)=C2,brain,Rat,Human,0.16091954,0.909176886,1,,,,,
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[K+].[Ag+].[C-]#N.[C-]#N,kidney,Rat,Human,0.028571429,0.973747432,0.715481172,,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,OS(=O)(=O)C(C)(C)C1=CC(=CC=C1)C(F)(F)F,kidney,Rat,Human,0.440677966,0.399395674,0.715481172,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C(O)=C1O,kidney,Rat,Human,0.38028169,0.951031864,0.715481172,,,,,
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,prostate,Rat,Human,0.788732394,0.547828257,0.880434783,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,OC(=O)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,0.433333333,0.740331531,0.715481172,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.137931034,0.833482504,0.715481172,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,CC(O)=O.CC(O)=O.OC1=CC=C(\C=C\C=C\C2=CC=C(/CN3CCCCC3)C=C2)C=C1,kidney,Rat,Human,0.319672131,0.411932737,0.715481172,,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,CCCCCCCCCCCCCCCCCC(O)=O,kidney,Rat,Human,0.480519481,0.03656625,0.715481172,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0.715481172,,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CCC1=CC(=CC(O)=C1O)C(C)(C)C,kidney,Rat,Human,0.213114754,0.342213482,0.715481172,,,,,
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,CCN(CC)CCCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,kidney,Rat,Human,0.91954023,0.587697566,0.715481172,,,,,
CCOC(=O)\C=C(/C)\C=C\C[C@@H](C)CCCC(C)C,CC(C)=CCC\C(C)=C\C=C\C(C)=C\C=C\C(C)=C\C(C)=O,kidney,Rat,Human,0.208791209,0.188444868,0.715481172,,,,,
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,C[C@]12CC[C@H]3[C@@H](CCC4=CCCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.15,0.659755886,0.715481172,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].[Cl-].[Hg++],kidney,Rat,Human,0.012987013,0.999368131,0.715481172,,,,,
[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C1,OC1=CC=CC(=C1)C1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1,kidney,Rat,Human,0.216,0.849381208,0.715481172,,,,,
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,OC1=C2C=CC=CC2=C(C=O)C2=CC=CC=C12,kidney,Rat,Human,0.445945946,0.669510305,0.715481172,,,,,
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1,kidney,Rat,Human,0.690909091,0.620289445,0.715481172,,,,,
CCCCNS(=O)(=O)C1=CC=C(C)C=C1,OC(=O)CN(CCN(CC(O)=O)C1=CC=C(Cl)C=C1)C(O)=O,kidney,Rat,Human,0.176470588,0.120427422,0.715481172,,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,[O-][N+](=O)C1=CC(=C(Cl)C(=C1NC1=C(Cl)C=C(C=N1)C(F)(F)F)[N+]([O-])=O)C(F)(F)F,prostate,Rat,Human,0.285714286,0.744264841,0.880434783,,,,,
[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S([O-])(=O)=O)C=C1,[Na+].NC1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)N1CCN(CCC1)C(=O)C1=CC=CC=C1,kidney,Rat,Human,0.295454545,0.319438845,0.715481172,,,,,
Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,N#C\C=C\C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,kidney,Rat,Human,0.61971831,0.8322438,0.715481172,,,,,
COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,COP(=S)(OC)SCN1C(=O)N2C(=C(C=C2)C1=O)C1=CC=CC=C1,brain,Rat,Human,0.463414634,0.847908139,1,,,,,
CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,C[Hg]Cl,kidney,Rat,Human,0.051282051,0.995974243,0.715481172,,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCC)CCCC,kidney,Rat,Human,0.9125,0.174117669,0.715481172,,,,,
CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CN1C=CNC1=S,prostate,Rat,Human,0.085714286,0.879556,0.880434783,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=C([Hg]Cl)C=CC=C1,kidney,Rat,Human,0.307692308,0.974101305,0.715481172,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NNC1=NC(=CS1)C1=CC=C(C=C1)[N+]([O-])=O,kidney,Rat,Human,0.321428571,0.403306752,0.715481172,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].[Cl-].[Hg++],kidney,Rat,Human,0.012987013,0.999368131,0.715481172,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,CCN(CCC#N)C1=CC=C(C=C1)N=NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,kidney,Rat,Human,0.2625,0.42286703,0.715481172,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,CC\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](C(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C(NC1=O)C(C)C,kidney,Rat,Human,0.169230769,0.938110054,0.715481172,,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,OC(=O)CN1C(=CC2=CC=CC=C12)C(=O)NC1=NC(=CS1)C1=C(Cl)C=CC=C1,kidney,Rat,Human,0.401869159,0.738028228,0.715481172,,,,,
CCCC[Sn](Cl)(CCCC)CCCC,CCCC[Sn](Cl)(Cl)Cl,prostate,Rat,Human,0.288888889,0.706560016,0.880434783,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](C(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C(NC1=O)C(C)C,kidney,Rat,Human,0.1640625,0.939513326,0.715481172,,,,,
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,NC1=CC=C(C=C1)\N=N\C1=CC=C(N)C=C1,kidney,Rat,Human,0.636363636,0.500607193,0.715481172,,,,,
CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1,O=C(N[C@H]1CN2CCC1CCC2)C1=CC2=C(OC=C2)C=N1,prostate,Rat,Human,0.210526316,0.734388232,0.880434783,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClCC(=O)C(Cl)(Cl)SN1C(=O)C2C(Cl)C=C(Cl)C=C2C1=O,kidney,Rat,Human,0.126315789,0.897415578,0.715481172,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,CC(C)COC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,0.604166667,0.81609112,0.715481172,,,,,
[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S([O-])(=O)=O)C=C1,[Na+].NC1=CC=C(C=C1)C1=CC=C(C=C1)\N=N\C1=CC=C(C=C1)C1=CC=C(C=C1)S([O-])(=O)=O,kidney,Rat,Human,0.375886525,0.44026044,0.715481172,,,,,
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CCC1=C(N(C2=CC=CC=C2)C(=O)CCCCC1=O)C1=NC=CN=C1,prostate,Rat,Human,0.129310345,0.446873993,0.880434783,,,,,
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(CC=C)=C2C)C1(C)C,CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,0.172413793,0.461171299,0.715481172,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C(=C1)C(F)(F)F,kidney,Rat,Human,0.272222222,0.521020949,0.715481172,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,CC[C@@H]1\C=C(\C)\C[C@H]1C[C@@H](CCCCCCCC1=CCC(C)CCCCC1)NCC1=CC=C(O)C=C1,prostate,Rat,Human,0.116438356,0.674484551,0.880434783,,,,,
CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,CSC1=NC2=C(NC(=NC2=CC=C(Cl)C=C1)C(F)(F)F)C(F)(F)F,kidney,Rat,Human,0.219047619,0.636109054,0.715481172,,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,0.581818182,0.537824988,0.880434783,,,,,
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[K+].[Ag+].[C-]#N.[C-]#N,kidney,Rat,Human,0.028571429,0.973747432,0.715481172,,,,,
CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,CC(C)(C)C(O)C(=C/C1=C(Cl)C=C(Cl)C=C1)\N1C=NC=N1,prostate,Rat,Human,0.395061728,0.43645829,0.880434783,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.137931034,0.833482504,0.715481172,,,,,
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,CC1=CC[C@H]2C[C@@H]1C2(C)C,prostate,Rat,Human,0.178082192,0.791936874,0.880434783,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,prostate,Rat,Human,0.945454545,0.997747362,0.880434783,,,,,
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,OCC1=CC=CC(OC2=CC=CC=C2)=C1,prostate,Rat,Human,0.252747253,0.58002758,0.880434783,,,,,
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,[O-][N+]1=C(SSC2=[N+]([O-])C=CC=C2)C=CC=C1,kidney,Rat,Human,0.253521127,0.740236163,0.715481172,,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(C)=O)C(=O)C2=CC=C1,kidney,Rat,Human,0.233333333,0.970030785,0.715481172,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[O-]S(=O)(=O)C(F)(F)F.CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,kidney,Rat,Human,0.804347826,0.096579924,0.715481172,,,,,
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,kidney,Rat,Human,1,0.991224945,0.715481172,,,,,
CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,CS(O)(=O)=O.NC1=CC(=CC2=NC3=CC=CC(=C3)SC2=O)C=C1,kidney,Rat,Human,0.220183486,0.284437031,0.715481172,,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.492957746,0.642936647,0.715481172,,,,,
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CCCCC(=O)OCC[C@H]1[C@@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,prostate,Rat,Human,0.569892473,0.457836509,0.880434783,,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,CC(C)[C@@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,kidney,Rat,Human,0.473684211,0.362462342,0.715481172,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.625,0.735302866,0.715481172,,,,,
O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1,[Na+].[N-]=[N+]=[N-],prostate,Rat,Human,0.020408163,0.972643971,0.880434783,,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(C)=O)C(=O)C2=CC=C1,kidney,Rat,Human,0.233333333,0.970030785,0.715481172,,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,COC1=CC(C(=O)C2=CC(O)=C(O)C=C2)=CC(O)=C1,kidney,Rat,Human,0.287671233,0.467786372,0.715481172,,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,COC1=CN=C(OC)N2N=C(NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)N=C12,prostate,Rat,Human,0.223880597,0.567625403,0.880434783,,,,,
FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC(Cl)=C(Cl)C=C1,kidney,Rat,Human,0.233009709,0.621097624,0.715481172,,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,CC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,kidney,Rat,Human,0.8,0.680734932,0.715481172,,,,,
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,[O-][N+]1=C(SSC2=[N+]([O-])C=CC=C2)C=CC=C1,kidney,Rat,Human,0.253521127,0.740236163,0.715481172,,,,,
O.[K+].NC(=O)C1=NC(=N[N-]1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,CC(=O)O[Hg]C1=CC(=CC(=C1)C(F)(F)F)C1=CC(=C(F)C=C1O)C(F)(F)F,kidney,Rat,Human,0.280991736,0.959790111,0.715481172,,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CCC(=O)OC1=CC=C(C=C1)C(\CC)=C(/CC)C1=CC=C(OC(=O)CC)C=C1,kidney,Rat,Human,0.488888889,0.844393075,0.715481172,,,,,
