Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Diversity,,,,Tanimoto_Similarity,Tissue_Activity
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,OC1=CC=C(C=C1)C(=O)OC1=CC=C(O)C2=C1C=C(O)C(O)=C2,kidney,Rat,Human,0.163793103,0.797292113,0.786610879,,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,prostate,Rat,Human,0.365384615,0.685039997,0.967391304,,,,,
CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,CC1=C(C)COC2=C(CN3C=CC=C3)C(=O)C2=C(C=C1)C1=CC=CC=C1,brain,Rat,Human,0.23566879,0.887934625,0.944444444,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,CC1=C(O)C=CC(Cl)=C1,prostate,Rat,Human,0.367346939,0.509341896,0.967391304,,,,,
CC1(C)N(Br)C(=O)N(Br)C1=O,CCC(=O)NC1=CC(=O)N(C)C=C1,brain,Rat,Human,0.148148148,0.911290467,0.944444444,,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCCC(O)=O,kidney,Rat,Human,0.376470588,0.036566265,0.786610879,,,,,
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,CN=C1C=CC(C=C1)=C(C1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,brain,Rat,Human,0.781609195,0.793343961,0.944444444,,,,,
CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OC(=O)N(CCl)CCCl)=C4)[C@@H]1CC[C@@H]2OP(O)(O)=O,kidney,Rat,Human,0.18705036,0.541837573,0.786610879,,,,,
COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,CC[C@H]1CN(CC)C(=O)C(C)=CC1CC(=O)O[C@@H]1CCCC1,prostate,Rat,Human,0.145454545,0.573606372,0.967391304,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,Cl.CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCCN2C)C=C1,kidney,Rat,Human,0.254237288,0.326970547,0.786610879,,,,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cl.CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,prostate,Rat,Human,0.674698795,0.57138443,0.967391304,,,,,
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,FC1(F)OC2=CC=CC(=C2O1)C1=CNC=C1C#N,kidney,Rat,Human,0.214285714,0.927783668,0.786610879,,,,,
CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(O)C=C1,prostate,Rat,Human,0.44,0.691590548,0.967391304,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,CC(C1=CC=CC=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.365079365,0.420128077,0.786610879,,,,,
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,C[C@H]1[C@H]2[C@H](C)[C@H]3[C@@H]4CC(=O)C(=O)OC=C[C@]4(C)[C@H]3CC[C@]12C,prostate,Rat,Human,0.149606299,0.490090072,0.967391304,,,,,
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,CCCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(O)C=C1,kidney,Rat,Human,0.416,0.109053083,0.786610879,,,,,
CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,CC(C)C[C@@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,0.12037037,0.494530141,0.786610879,,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CCC1=C(C)C=C(O)C=C1,prostate,Rat,Human,0.24137931,0.489772797,0.967391304,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H](O)[C@@H]2O,kidney,Rat,Human,0.121212121,0.702011645,0.786610879,,,,,
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,prostate,Rat,Human,0.625,0.557718635,0.967391304,,,,,
OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC(O)=C2C3=O)[N+]([O-])=O)C=C1,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1O)C3=O)C(C)=O,kidney,Rat,Human,0.223684211,0.987204134,0.786610879,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,kidney,Rat,Human,0.708333333,0.007124727,0.786610879,,,,,
OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC(=O)C(O)=C1,prostate,Rat,Human,0.062015504,0.798246264,0.967391304,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CC1=CC(O)=C(O)C(=C1)C(=O)C(Cl)(Cl)Cl,prostate,Rat,Human,0.197183099,0.554824889,0.967391304,,,,,
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CCCC(=C(C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,kidney,Rat,Human,0.704081633,0.503471255,0.786610879,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,kidney,Rat,Human,0.117021277,0.786792696,0.786610879,,,,,
CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,CC1=CC2=C3C(C=CC=C3)=C2C=C1,kidney,Rat,Human,0.22,0.473713845,0.786610879,,,,,
CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,CC1=C(C=C2C(=C1[N+]([O-])=O)C(C)(C)CC2(C)C)[N+]([O-])=O,kidney,Rat,Human,0.328125,0.22104609,0.786610879,,,,,
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=O,kidney,Rat,Human,0.757575758,0.609739721,0.786610879,,,,,
CCCCNS(=O)(=O)C1=CC=C(C)C=C1,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)OCC(C)C,kidney,Rat,Human,0.328767123,0.171537533,0.786610879,,,,,
CCCCCCCCCC1=CC=C(O)C=C1,CCCCCCCC1=C(O)C=C(O)C=C1,prostate,Rat,Human,0.517241379,0.463216305,0.967391304,,,,,
"[Na+].CCCCCCCCCCCC*.[O-]S(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:14:3,16:2,17:2,m:13:21.22.23|",[Ba++].CCCCCCCCCCCCCCC[P+](CC)(CC)C1=CC=CC=C1,kidney,Rat,Human,0.484210526,0.618193328,0.786610879,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,CSCC1=CC=C(OCC(=O)C=C1)C(F)(F)F,prostate,Rat,Human,0.137254902,0.487037778,0.967391304,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCCN1C(=O)N(CCOC(=O)C=C)C(=O)N(CCOC(=O)C=C)C1=O,kidney,Rat,Human,0.412371134,0.017385641,0.786610879,,,,,
CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,CSC1=NC=C(NC2=CC=C(N)C=C2)C=C1,brain,Rat,Human,0.206521739,0.926071227,0.944444444,,,,,
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[K+].[Ag+].[C-]#N.[C-]#N,kidney,Rat,Human,0.028571429,0.973747432,0.786610879,,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,CN(C)C1=CC(=C(C=C1)C(F)(F)F)C(F)OC(C)(F)F,kidney,Rat,Human,0.291666667,0.321760803,0.786610879,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C(O)=C1O,kidney,Rat,Human,0.38028169,0.951031864,0.786610879,,,,,
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC[C@@]3([H])C=CC(=O)[C@@]21[H],prostate,Rat,Human,0.411111111,0.492931753,0.967391304,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,0.75,0.868199706,0.786610879,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],kidney,Rat,Human,0.21,0.8048805,0.786610879,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,Cl.CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCCN2C)C=C1,kidney,Rat,Human,0.254237288,0.326970547,0.786610879,,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,[H][C@@]12CCC[C@](C)(C)[C@@]1(C)CCC[C@@]1([H])[C@@]2([H])CCCC2=CC=C12,kidney,Rat,Human,0.00862069,0.763304353,0.786610879,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0.786610879,,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CC1=CC(=CC=C1O)C(C)(C)C,kidney,Rat,Human,0.254545455,0.236363217,0.786610879,,,,,
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,CCN(CC)CNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,kidney,Rat,Human,0.872093023,0.456363678,0.786610879,,,,,
CCOC(=O)\C=C(/C)\C=C\C[C@@H](C)CCCC(C)C,CC(C)=CCCC(C)=CCCC1CCCC1,kidney,Rat,Human,0.142857143,0.047975056,0.786610879,,,,,
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(Cl)=C4)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,0.211111111,0.743873239,0.786610879,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].[Cl-].[Hg++],kidney,Rat,Human,0.012987013,0.999368131,0.786610879,,,,,
[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C1,CC1=C(Br)C=C(C=C1)C1=C(O)C2=C(C=C(C=C2)C(Cl)=O)C(Br)=C1,kidney,Rat,Human,0.168478261,0.235951126,0.786610879,,,,,
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,kidney,Rat,Human,0.464788732,0.961430848,0.786610879,,,,,
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,CN(C)C1=CC=C(C=C1)N=NC1=CC=CC(C=C1)[As](O)=O,kidney,Rat,Human,0.320512821,0.870139897,0.786610879,,,,,
CCCCNS(=O)(=O)C1=CC=C(C)C=C1,CCC[Sn](Cl)(CCC)SCC1=CC=C(C=C1)C(=O)OCC,kidney,Rat,Human,0.222222222,0.724582672,0.786610879,,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CNC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,prostate,Rat,Human,0.636363636,0.504396677,0.967391304,,,,,
[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S([O-])(=O)=O)C=C1,[Na+].[Na+].NC1=C(N=NC2=CC=C(C=C2)N=NC2=CC=C(C=C2)C2=CC=C(C=C2)S([O-])(=O)=O)CC1,kidney,Rat,Human,0.344827586,0.843513727,0.786610879,,,,,
Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)C1=CC=C(C=C1)N(C)C,kidney,Rat,Human,0.216666667,0.424888551,0.786610879,,,,,
COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,CSC1=NN=C(S1)C1=CC=CC=C1,brain,Rat,Human,0.246575342,0.888095737,0.944444444,,,,,
CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,ClCC1=C(Cl)C(=O)S1,kidney,Rat,Human,0.166666667,0.971455753,0.786610879,,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCCC)CCCCCC,kidney,Rat,Human,0.421052632,0.937160194,0.786610879,,,,,
CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CC1(C)NC(=O)N(C1=O)C1=CC(Cl)=CC(=C1)C(F)(F)F,prostate,Rat,Human,0.557142857,0.523248553,0.967391304,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=CC2=C(CC3=CC=CC=C23)C=C1,kidney,Rat,Human,0.35483871,0.441001266,0.786610879,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NC1=C(N)C=C(C)C=C1,kidney,Rat,Human,0.325,0.325128257,0.786610879,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].CCCCCCCCCCCN1C=C[N+](CCCCCCCCCC)=C1C,kidney,Rat,Human,0.555555556,0.113678843,0.786610879,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NC1=C(O)C=C(C=C1)[N+]([O-])=O,kidney,Rat,Human,0.657142857,0.180053875,0.786610879,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H]5S[C@@H]5C[C@]34C)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,0.11,0.806178033,0.786610879,,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,CC1=CC2=C(C=C1)C1=CC=CC=C12,kidney,Rat,Human,0.285714286,0.31058684,0.786610879,,,,,
CCCC[Sn](Cl)(CCCC)CCCC,CCCC[Sn](Cl)(CCCC)CCC,prostate,Rat,Human,0.825,0.772414327,0.967391304,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@]34C)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,0.117647059,0.654780746,0.786610879,,,,,
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,CN(C)C1=CC=C(C=C1)N=NC1=CC(C)=CC=C1,kidney,Rat,Human,0.461538462,0.639965057,0.786610879,,,,,
CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1,Cl.CN1CCCCC1,prostate,Rat,Human,0.077777778,0.426598698,0.967391304,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.625,0.735302866,0.786610879,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,CCCCCOC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,0.88372093,0.729676723,0.786610879,,,,,
[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S([O-])(=O)=O)C=C1,[Na+].[O-]S(=O)(=O)C1=CC=CC=C1\N=N\C1=C2C=C(C=C1)C1=CC=C(C=C1)\N=N\N\N\C1=N\C2=CC=CC=C1,kidney,Rat,Human,0.346153846,0.300330251,0.786610879,,,,,
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],prostate,Rat,Human,0.260869565,0.552229702,0.967391304,,,,,
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(CC=C)=C2C)C1(C)C,CC(=O)O[C@H]1[C@@H]2CC[C@H]3[C@@H]4C(C)C[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,0.177083333,0.674658656,0.786610879,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,CC1=C(CSC2=CC=C(C=C2)C(F)(F)F)C2=CC(=C(F)C=C2)C1,kidney,Rat,Human,0.306122449,0.537821054,0.786610879,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],prostate,Rat,Human,0.380952381,0.552229702,0.967391304,,,,,
CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,CCCCN(C1=C(C)C=C(C=C1Cl)C(F)(F)F)C#N,kidney,Rat,Human,0.239130435,0.323819101,0.786610879,,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,COC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1O,prostate,Rat,Human,0.328767123,0.558124304,0.967391304,,,,,
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[K+].[Ag+].[C-]#N.[C-]#N,kidney,Rat,Human,0.028571429,0.973747432,0.786610879,,,,,
CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,CCCC(CC)(C)OC(=C/C1=C(Cl)C=C(Cl)C=C1)\N1C=N1,prostate,Rat,Human,0.345238095,0.585427821,0.967391304,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.137931034,0.833482504,0.786610879,,,,,
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,CC1=CC[C@H]2C[C@@H]1C2(C)C,prostate,Rat,Human,0.178082192,0.791936934,0.967391304,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,prostate,Rat,Human,0.859375,0.992394567,0.967391304,,,,,
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,CC1=C(F)C(F)=C(OC2=CC=CC=C2)C(=C1)C1=CC=CC=C1,prostate,Rat,Human,0.1875,0.553820908,0.967391304,,,,,
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,[O-][N+]1=C(SSC2=[N+]([O-])C=CC=C2)C=CC=C1,kidney,Rat,Human,0.253521127,0.740236163,0.786610879,,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(C)=O)C(=O)C2=CC=C1,kidney,Rat,Human,0.233333333,0.970030785,0.786610879,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].[Hg++],kidney,Rat,Human,0.013157895,0.999997377,0.786610879,,,,,
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,kidney,Rat,Human,0.782608696,0.98567307,0.786610879,,,,,
CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,CCN1CCCN(CC1)C(=O)C1=NC(=C(C=C1)C(F)(F)F)C(F)(F)F,kidney,Rat,Human,0.159663866,0.497924864,0.786610879,,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.363636364,0.137631416,0.786610879,,,,,
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)O[C@@]1(C)C[C@H]2[C@@H]3CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,prostate,Rat,Human,0.477777778,0.439564645,0.967391304,,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,CC1(C)C(C)C(=O)OC(C#N)C2=CC=CC=C12,kidney,Rat,Human,0.258064516,0.488654643,0.786610879,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.625,0.735302925,0.786610879,,,,,
O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1,CSC1=N[C@](C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1,prostate,Rat,Human,0.325,0.561326265,0.967391304,,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(C)=O)C(=O)C2=CC=C1,kidney,Rat,Human,0.233333333,0.970030785,0.786610879,,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,OC1=CC=C(C(=O)C2=CC(O)=CC=C2)C(O)=C1,kidney,Rat,Human,0.186666667,0.463527828,0.786610879,,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,[Na+].CC(=O)NC1=CC(=C(C=C1)S([O-])(=O)=O)C(F)=C(F)C(F)(F)F,prostate,Rat,Human,0.229357798,0.486999869,0.967391304,,,,,
FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,FC1(F)OC2=C(C=C1)N(C[C@H]12)NC(=NN1)C=C(Cl)C(Cl)F,kidney,Rat,Human,0.130841121,0.691377461,0.786610879,,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=C(Cl)C=C1,kidney,Rat,Human,0.702702703,0.823166788,0.786610879,,,,,
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,[O-][N+]1=C(SSC2=[N+]([O-])C=CC=C2)C=CC=C1,kidney,Rat,Human,0.253521127,0.740236163,0.786610879,,,,,
O.[K+].NC(=O)C1=NC(=N[N-]1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,CC1=C(C)C(=CC(=C1)C(F)(F)F)S(=O)(=O)NC1=CC=C(C=C1)C(F)(F)F,kidney,Rat,Human,0.266666667,0.262777179,0.786610879,,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CCC(=O)OC1=CC=C(C=C1)C(\CC)=C(/CC)C1=CC=C(OC(=O)CC)C=C1,kidney,Rat,Human,0.488888889,0.844393015,0.786610879,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,CCN1CCOCC1,prostate,Rat,Human,0.078571429,0.471488059,0.967391304,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].CCCCCCCCCCCN1C=C[N+](CCCCCCCCCC)=C1C,kidney,Rat,Human,0.555555556,0.113678843,0.786610879,,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCCCC)CCCC,kidney,Rat,Human,0.905882353,0.149612367,0.786610879,,,,,
[Cl-].CCCCCCCCCCCC[N+](C)(C)C,[Cl-].[Cl-].[Hg++],brain,Rat,Human,0.021276596,0.947255969,0.944444444,,,,,
CC(C)(COCC1CO1)COCC1CO1,CC(C)(O)[C@H]1CC[C@H]2[C@@H]3CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,0.094736842,0.430197746,0.786610879,,,,,
OC1=CC(Cl)=C(C=C1)C1=CC=CC=C1,OC1=CC(O)=C(Cl)C=C1,prostate,Rat,Human,0.361702128,0.524999142,0.967391304,,,,,
