Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Diversity,,,,Tanimoto_Similarity,Tissue_Activity
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OC(=O)C(F)(F)F.COC1=CC(C2=C(CCC3CCCCC3)SC(NC(=O)C3=CC4=CC(C)=CC(C)=C4N3CC(O)=O)=N2)=C(OC)C=C1Cl,prostate,Rat,Human,0.231132075,0.787335873,0.913043478,,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,N1C2=CC=CC=C2SC2=C1C=CC=C2,prostate,Rat,Human,0.387096774,0.537546158,0.913043478,,,,,
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,OC1=CC=C(C=C1)C1=CC=C(OC2=NC=C(C=C2)N(CC2CO2)CC2CO2)C=C1,kidney,Rat,Human,0.347826087,0.463225961,0.732217573,,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,prostate,Rat,Human,0.365384615,0.966950595,0.913043478,,,,,
CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,NC1=NC(N)=C2N=C(CNC3=CC=C(C=C3)C(=O)OC3=CC=CC=C3)C(=O)NC2=N1,brain,Rat,Human,0.257668712,0.724696517,0.944444444,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,ClCC1=CC2=C(NN=N2)C=C1,prostate,Rat,Human,0.19047619,0.684317887,0.913043478,,,,,
CC1(C)N(Br)C(=O)N(Br)C1=O,BrCC(Br)OP(=O)(OC(Br)C(Br)=O)C(Br)CBr,brain,Rat,Human,0.060606061,0.610231638,0.944444444,,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC,CCCCCCC(C)C=CCC(C)C1=CC=CC=C1,kidney,Rat,Human,0.2,0.048886526,0.732217573,,,,,
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](C)C)C1=C2C=CC(=CC2=CC(=C1O)S([O-])(=O)=O)S([O-])(=O)=O,brain,Rat,Human,0.413533835,0.837667823,0.944444444,,,,,
CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,[Na+].[Na+].C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OC(=O)N(CCCl)CCCl)=C4)[C@@H]1CC[C@@H]2OP([O-])([O-])=O,kidney,Rat,Human,0.180555556,0.43220976,0.732217573,,,,,
COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,COC1=CC2=C(C(O)=C1)C(C)(C)C2(C)C,prostate,Rat,Human,0.195402299,0.537225246,0.913043478,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,Cl.CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCCN2C)C=C1,kidney,Rat,Human,0.254237288,0.326970547,0.732217573,,,,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FN(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,prostate,Rat,Human,0.670886076,0.553382218,0.913043478,,,,,
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,FC1(F)OC2=CC=CC(=C2O1)C1=CNC=C1C#N,kidney,Rat,Human,0.214285714,0.927783668,0.732217573,,,,,
CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CCC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,prostate,Rat,Human,0.285714286,0.843977392,0.913043478,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=C([Hg]Cl)C=CC=C1,kidney,Rat,Human,0.307692308,0.974101305,0.732217573,,,,,
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,OC(=O)CC1=C(I)C(Br)=C(O)C(Br)=C1,prostate,Rat,Human,0.109090909,0.971981406,0.913043478,,,,,
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,CCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,kidney,Rat,Human,0.353846154,0.057576731,0.732217573,,,,,
CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,O=C(OC1CCCC1)C1=C(C=CC=C1)C(=O)OCC(C)C,kidney,Rat,Human,0.569444444,0.336601526,0.732217573,,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=CC=C1,prostate,Rat,Human,0.566037736,0.501230717,0.913043478,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,COC1=CC=C(OC(=O)C2=CC=CC=C2)C(O)=C1O,kidney,Rat,Human,0.397260274,0.754993081,0.732217573,,,,,
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,CC1=C(F)C(F)=C(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)C(F)=C1F,prostate,Rat,Human,0.275229358,0.58855474,0.913043478,,,,,
OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC(O)=C2C3=O)[N+]([O-])=O)C=C1,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1O)C3=O)C(C)=O,kidney,Rat,Human,0.223684211,0.987204134,0.732217573,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCCN1C(=O)N(CCOC(=O)C=C)C(=O)N(CCOC(=O)C=C)C1=O,kidney,Rat,Human,0.412371134,0.017385641,0.732217573,,,,,
OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,Cl.CCC(=O)OCCOC1=C(Cl)C=C(CCN(CC)CC)C(=O)C2=CC=C(C=C2)C(=C1)C(=O)OCC1CCN(CC1)C(C)C,prostate,Rat,Human,0.221649485,0.457615674,0.913043478,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,[H][C@@]12C3=C(OC(=O)C=CC(Cl)=CC(Cl)=C23)C=C1,prostate,Rat,Human,0.333333333,0.657164931,0.913043478,,,,,
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,kidney,Rat,Human,1,0.991224945,0.732217573,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=C([Hg]Cl)C=CC=C1,kidney,Rat,Human,0.307692308,0.974101305,0.732217573,,,,,
CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC(=CC=C1)C(O)=O,kidney,Rat,Human,0.767676768,0.481446654,0.732217573,,,,,
CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,[O-][N+](=O)C1=CC=C(O1)\C=N\N1CCOC1=O,kidney,Rat,Human,0.215384615,0.490952522,0.732217573,,,,,
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCC1(C)C)=C/C=O,kidney,Rat,Human,0.661764706,0.911042988,0.732217573,,,,,
CCCCNS(=O)(=O)C1=CC=C(C)C=C1,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,kidney,Rat,Human,0.220588235,0.109124139,0.732217573,,,,,
CCCCCCCCCC1=CC=C(O)C=C1,CCCCCCC1=C(O)C=C(O)C=C1,prostate,Rat,Human,0.465517241,0.481398642,0.913043478,,,,,
"[Na+].CCCCCCCCCCCC*.[O-]S(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:14:3,16:2,17:2,m:13:21.22.23|",OC1=CC=C(C=C1)S([O-])(=O)=O.CCCCCCCCCCCCCC[N+]1=CC2=C(C=CC=C2)C=C1,kidney,Rat,Human,0.5,0.128090844,0.732217573,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OC(=O)C(F)(F)F.COC1=CC(C2=C(CC3CCCCC3)SC(NC(=O)C3=CC4=CC(C)=CC(C)=C4N3CC(O)=O)=N2)=C(OC)C=C1Cl,prostate,Rat,Human,0.228571429,0.798554122,0.913043478,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,OC(=O)CN(CC(O)=O)CC(O)=O,kidney,Rat,Human,0.155844156,0.349480003,0.732217573,,,,,
CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,OC1=CC=C(C=C1)C1=CC=C(C=C1)S(=O)(=O)NC1=CC(=C1)C(O)=O,brain,Rat,Human,0.212962963,0.738673389,0.944444444,,,,,
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[K+].[Ag+].[C-]#N.[C-]#N,kidney,Rat,Human,0.028571429,0.973747432,0.732217573,,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,OC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,kidney,Rat,Human,0.164383562,0.468700886,0.732217573,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H](C1=CC=CC=C1)C(=O)OC1=CC=CC=C1,kidney,Rat,Human,0.268041237,0.394874722,0.732217573,,,,,
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,N#C\C=C\C1=C(C=C(O)C=C1)C1CCCC1,prostate,Rat,Human,0.270588235,0.523752451,0.913043478,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,0.666666667,0.881325603,0.732217573,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.137931034,0.833482504,0.732217573,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,Cl.CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCCN2C)C=C1,kidney,Rat,Human,0.254237288,0.326970547,0.732217573,,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,CCCCCCCCCCCCC(=O)N(C)CC(O)=O,kidney,Rat,Human,0.454545455,0.062796503,0.732217573,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0.732217573,,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,OC(=O)C1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.152542373,0.994470596,0.732217573,,,,,
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,O.O.Cl.Cl.CCN(CC)CCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,kidney,Rat,Human,0.372881356,0.150509283,0.732217573,,,,,
CCOC(=O)\C=C(/C)\C=C\C[C@@H](C)CCCC(C)C,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CCCCC(C)C,kidney,Rat,Human,0.185840708,0.072133645,0.732217573,,,,,
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)=CC=C4[C@H]3CC[C@]12C,kidney,Rat,Human,0.212121212,0.724527419,0.732217573,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].[Cl-].[Cd++],kidney,Rat,Human,0.012987013,0.999254286,0.732217573,,,,,
[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C1,OC1=CC=CC(=C1)C1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(\C=C2)=C(\C2=CC=C\1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1,kidney,Rat,Human,0.216,0.849381208,0.732217573,,,,,
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,ClC1=C2C=CC=CC2=C(C=O)C2=CC=CC=C12,kidney,Rat,Human,0.445945946,0.724610567,0.732217573,,,,,
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,NC1=CC=C(C=C1)\N=N\C1=CC=C(N)C=C1,kidney,Rat,Human,0.636363636,0.500607193,0.732217573,,,,,
CCCCNS(=O)(=O)C1=CC=C(C)C=C1,ClCC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl,kidney,Rat,Human,0.328947368,0.123886004,0.732217573,,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,OS([O-])(=O)=O.C(F)(F)F,prostate,Rat,Human,0.112903226,0.568940043,0.913043478,,,,,
[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S([O-])(=O)=O)C=C1,[Na+].[Na+].NC1=C2C=CC=CC2=C(C=C1\N=N\C1=CC=C(C=C1)C1=CC=C(C=C1)\N=N\C1=C(N)C2=C(NCCCC2=C1O)S([O-])(=O)=O)S([O-])(=O)=O,kidney,Rat,Human,0.36,0.342179984,0.732217573,,,,,
Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,Cl.CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,kidney,Rat,Human,0.4125,0.497863412,0.732217573,,,,,
COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,C\C(\C=C1\SC(=S)N(CC(O)=O)C1=O)=C/C1=CC=CC=C1,brain,Rat,Human,0.206521739,0.745746315,0.944444444,,,,,
CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,C[Hg]Cl,kidney,Rat,Human,0.051282051,0.995974243,0.732217573,,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[Br-].CCCCCCCC[P+](CCCCCCC)(CCCCCCCC)CCCCCCCCC,kidney,Rat,Human,0.74,0.136188149,0.732217573,,,,,
CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CN1C=CNC1=S,prostate,Rat,Human,0.085714286,0.879556119,0.913043478,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=C([Hg]Cl)C=CC=C1,kidney,Rat,Human,0.307692308,0.974101305,0.732217573,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,[O-][N+](=O)C1=C(C=CC=C1Cl)C1=CNC=C1Cl,kidney,Rat,Human,0.303571429,0.599168181,0.732217573,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].CCCCCCCCCCN1C=C[N+](CCCCCCCCCC)=C1C,kidney,Rat,Human,0.540816327,0.115164928,0.732217573,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NNC1=NC(=CS1)C1=CC=C(C=C1)[N+]([O-])=O,kidney,Rat,Human,0.321428571,0.403306872,0.732217573,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C(NC1=O)C(C)C,kidney,Rat,Human,0.1875,0.93400377,0.732217573,,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,Cl.Cl.COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=C(N2)C=CC=C3)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,kidney,Rat,Human,0.251798561,0.247225165,0.732217573,,,,,
CCCC[Sn](Cl)(CCCC)CCCC,CCCC[Sn](Cl)(CCC)CCCC,prostate,Rat,Human,0.825,0.772414207,0.913043478,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C(NC1=O)C(C)C,kidney,Rat,Human,0.1875,0.93400377,0.732217573,,,,,
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,CCOC1=CC=C(C=C1)N=NC1=C(N)C=C(N)C=C1,kidney,Rat,Human,0.420289855,0.485233039,0.732217573,,,,,
CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1,O=C(N[C@H]1CN2CCC1CC2)C1=CC2=C(OC=C2)C=N1,prostate,Rat,Human,0.205357143,0.732704937,0.913043478,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,CC(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.672413793,0.73416394,0.732217573,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,OC(=O)C1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.326923077,0.994470596,0.732217573,,,,,
[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S([O-])(=O)=O)C=C1,[Na+].[Na+].NC1=C(C=CC=C1)C1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C=CC=CC2=CC=CC=C12,kidney,Rat,Human,0.344827586,0.350977749,0.732217573,,,,,
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC2=CC(=O)CC[C@]12C,prostate,Rat,Human,0.825396825,0.456773967,0.913043478,,,,,
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(CC=C)=C2C)C1(C)C,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)\C(C[C@]12C)=C/O,kidney,Rat,Human,0.158878505,0.616665602,0.732217573,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OC1(CCN(CCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C(=C1)C(F)(F)F,kidney,Rat,Human,0.269662921,0.54131043,0.732217573,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C)CC[C@@]3([H])CC[C@@]21[H],prostate,Rat,Human,0.506666667,0.723563254,0.913043478,,,,,
CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,CCCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,kidney,Rat,Human,0.898550725,0.546945155,0.732217573,,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,prostate,Rat,Human,0.259259259,0.860872269,0.913043478,,,,,
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[Ag+].[C-]#N.[C-]#N.[C-]#N,kidney,Rat,Human,0.027777778,0.98371017,0.732217573,,,,,
CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,CCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,prostate,Rat,Human,0.45,0.42520839,0.913043478,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3C(=CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,kidney,Rat,Human,0.24742268,0.716189682,0.732217573,,,,,
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,CC1=CC[C@H]2C[C@@H]1C2(C)C,prostate,Rat,Human,0.178082192,0.791936874,0.913043478,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,OC(=O)C1=CC(O)=C(O)C(O)=C1,prostate,Rat,Human,0.433333333,0.999957204,0.913043478,,,,,
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,CC1=C(F)C(F)=C(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)C(F)=C1F,prostate,Rat,Human,0.275229358,0.58855474,0.913043478,,,,,
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,O=NS1=CC=CC=C1,kidney,Rat,Human,0.1,0.878920853,0.732217573,,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(C)=O)C(=O)C2=CC=C1,kidney,Rat,Human,0.233333333,0.970030785,0.732217573,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].CCCCCCCCCCN1C=C[N+](CCCCCCCCCC)=C1C,kidney,Rat,Human,0.540816327,0.115164958,0.732217573,,,,,
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,kidney,Rat,Human,1,0.991224945,0.732217573,,,,,
CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,OC1=CC=C(SC2=CC=C(O)C=C2)C=C1,kidney,Rat,Human,0.212765957,0.688777983,0.732217573,,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.492957746,0.642936647,0.732217573,,,,,
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,prostate,Rat,Human,0.534090909,0.45832324,0.913043478,,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C2C=C1,kidney,Rat,Human,0.10483871,0.404609084,0.732217573,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.625,0.735302866,0.732217573,,,,,
O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1,[Na+].[N-]=[N+]=[N-],prostate,Rat,Human,0.020408163,0.972643971,0.913043478,,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(C)=O)C(=O)C2=CC=C1,kidney,Rat,Human,0.233333333,0.970030785,0.732217573,,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,COC1=CC=CC(O)=C1O,kidney,Rat,Human,0.254545455,0.806994379,0.732217573,,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,COC1=CN=C(OC)N2N=C(NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)N=C12,prostate,Rat,Human,0.223880597,0.567625284,0.913043478,,,,,
FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1,kidney,Rat,Human,0.225490196,0.640950263,0.732217573,,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,CC(C)(C#N)C1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)F,kidney,Rat,Human,0.329787234,0.656785846,0.732217573,,,,,
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,[O-][N+]1=C(SSC2=[N+]([O-])C=CC=C2)C=CC=C1,kidney,Rat,Human,0.253521127,0.740236163,0.732217573,,,,,
O.[K+].NC(=O)C1=NC(=N[N-]1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,O[Sn](C1=CC=C(Br)C=C1)(C1=CC=C(Br)C=C1)C1=CC(=C(F)C=C1)C(F)(F)F,kidney,Rat,Human,0.215384615,0.952165127,0.732217573,,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CCC(=O)OC1=CC=C(C=C1)C(\CC)=C(/CC)C1=CC=C(OC(=O)CC)C=C1,kidney,Rat,Human,0.488888889,0.844393075,0.732217573,,,,,
