Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Diversity,,,,Tanimoto_Similarity,Tissue_Activity
COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,CCOC1=CC2=C(CO2)C=C1,prostate,Rat,Human,0.182926829,0.519494414,0.967391304,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,Cl.CSC1=CC=C(CCN2CCC2)C=C1,kidney,Rat,Human,0.23655914,0.222139701,0.907172996,,,,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[NH4+].F[B-](F)(F)F,prostate,Rat,Human,0.054054054,0.99999249,0.967391304,,,,,
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,CCOP(=O)(OCC)OC1=NNN=C(Cl)C=C1Cl,kidney,Rat,Human,0.075268817,0.274137795,0.907172996,,,,,
CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,0.551724138,0.537824929,0.967391304,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=C(O)C=CC=C1,kidney,Rat,Human,0.3,0.683438361,0.907172996,,,,,
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,NC(=O)N(CC1=O)[C@@H](CO)NC(=O)[C@H](N)[C@@H]1O,prostate,Rat,Human,0.150442478,0.431936175,0.967391304,,,,,
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,[Cl-].CCCCCCCCCCCCCCCNP(C)(OC)OC(=O)OC(C)C,kidney,Rat,Human,0.407407407,0.08532232,0.907172996,,,,,
CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,C1=CC=C(C=C1)C(=O)OCC1=C(C)C=CC=C1,kidney,Rat,Human,0.240963855,0.160814747,0.907172996,,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC(C)(\C=C(/C)C1=CC=CC=C1)C1=CC=CC=C1,prostate,Rat,Human,0.432835821,0.558128774,0.967391304,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,kidney,Rat,Human,0.696428571,0.701664805,0.907172996,,,,,
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,CC(C)=CC(C)=CCOC1=CC2=C(C=CC=C2)C=C1,prostate,Rat,Human,0.291666667,0.582952857,0.967391304,,,,,
OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC(O)=C2C3=O)[N+]([O-])=O)C=C1,[Na+].O[C@H]1C[C@H](N)[C@@H]1CC1=CC=C(C(=O)NC2=CC=C(O)C=C2)N=C1C(=O)S([O-])(=O)=O,kidney,Rat,Human,0.211678832,0.523018479,0.907172996,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,OC(CC(COC(C)CO)C(=O)C=C)(COC(=O)C=C)C,kidney,Rat,Human,0.337349398,0.009933918,0.907172996,,,,,
OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,OC(=O)CCC(O)=O.CCN(CCOC(=O)CC1=C(CN(C(=O)C)NC(=O)CCOC1)NC(=O)NC1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,prostate,Rat,Human,0.261306533,0.505253136,0.967391304,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CC1=CC(O)=C(O)C=C1,prostate,Rat,Human,0.203389831,0.836613894,0.967391304,,,,,
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CC\C=C(\C=C(/C)COC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.449152542,0.723242104,0.907172996,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=C([Hg]Cl)C=C(Cl)C=C1,kidney,Rat,Human,0.346153846,0.986388385,0.907172996,,,,,
CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,[Na+].CC1=NC(=NC2=C1CN=NOC1=CC=C2C(F)(F)F)C=CC=C1Cl,kidney,Rat,Human,0.125925926,0.023149829,0.907172996,,,,,
CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,[Na+].[O-][N+](=O)C1=CC=C(C=C1)\N=O,kidney,Rat,Human,0.274509804,0.31321466,0.907172996,,,,,
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CC1(C)C)=C/C=O,kidney,Rat,Human,0.571428571,0.934660852,0.907172996,,,,,
CCCCNS(=O)(=O)C1=CC=C(C)C=C1,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,kidney,Rat,Human,0.220588235,0.109124139,0.907172996,,,,,
CCCCCCCCCC1=CC=C(O)C=C1,CCCCC[Sn](N)(CCCC)CC1=CC=C(O)C=C1,prostate,Rat,Human,0.546875,0.458801538,0.967391304,,,,,
"[Na+].CCCCCCCCCCCC*.[O-]S(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:14:3,16:2,17:2,m:13:21.22.23|",[Na+].CCCCCCCCCCCCCCCCCCOS([O-])(=O)=O,kidney,Rat,Human,0.43956044,0.050907169,0.907172996,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OCC(CC(=O)COC(=O)CCCOCCS(=O)C(=O)COC(=O)C)=C(F)C(F)(F)C(F)F,prostate,Rat,Human,0.091370558,0.11432422,0.967391304,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCC#CI,kidney,Rat,Human,0.194029851,0.014368796,0.907172996,,,,,
CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,COC1=CC=C(SC2=CN=C(O)C=C2)C=C1,brain,Rat,Human,0.206521739,0.666876137,1,,,,,
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[K+].[Ag+].[C-]#N,kidney,Rat,Human,0.014705882,0.994389594,0.907172996,,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,NC1=C(C=C(C=N1)C(F)(F)F)C(F)F,kidney,Rat,Human,0.238095238,0.263511628,0.907172996,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,0.446153846,0.808562756,0.907172996,,,,,
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CCC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],prostate,Rat,Human,0.895522388,0.567549169,0.967391304,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCOC(=O)C1=CC(O)=C(O)C=C1,kidney,Rat,Human,0.430769231,0.749891996,0.907172996,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC=C4)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,0.166666667,0.730937779,0.907172996,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,CO\N=C(\C(=O)OC)C1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,kidney,Rat,Human,0.182608696,0.507316589,0.907172996,,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,CC\C=C/C=C(O)\C=C/C\C=C/C(O)=O,kidney,Rat,Human,0.225,0.448478043,0.907172996,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.364583333,0.999957561,0.907172996,,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CC(=O)O[Hg]C1=CC=C(O)C=C1,kidney,Rat,Human,0.183333333,0.995876431,0.907172996,,,,,
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,CN(C)C(=O)NC1=C(SC2=C(NC3=O)C=C3)C=C2C=C1,kidney,Rat,Human,0.232142857,0.298361123,0.907172996,,,,,
CCOC(=O)\C=C(/C)\C=C\C[C@@H](C)CCCC(C)C,O=C(CCCCC)CCCC=O,kidney,Rat,Human,0.166666667,0.021146966,0.907172996,,,,,
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,C[C@]12CC[C@H]3[C@@H](CCC4=CC[C@H]34)[C@@H]1CC[C@]2(O)C#C,kidney,Rat,Human,0.139784946,0.737353504,0.907172996,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].[Cl-].[Hg++],kidney,Rat,Human,0.012987013,0.999368131,0.907172996,,,,,
[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C1,[Na+].CCC(NC1=CC=CC=C1)S([O-])(=O)=O,kidney,Rat,Human,0.097701149,0.030490391,0.907172996,,,,,
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,[Cl-].CC[C@@H]1C(C2=CC=CC3=C2C=CC=C3)=C1,kidney,Rat,Human,0.355263158,0.247138172,0.907172996,,,,,
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,Cl.NC1=CC=C(N=NC2=CC=CC=C2)C(N)=C1,kidney,Rat,Human,0.596491228,0.472529858,0.907172996,,,,,
CCCCNS(=O)(=O)C1=CC=C(C)C=C1,[Na+].CC[Sn]([S-])(CC)SCCCNC(=S)C1=CSC=C1,kidney,Rat,Human,0.179487179,0.933983803,0.907172996,,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,[O-][N+](=O)C=O,prostate,Rat,Human,0.107142857,0.526204824,0.967391304,,,,,
[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S([O-])(=O)=O)C=C1,OC1=CC=C(C=C1)C1=C(O)C=CC=C1C1=CC=CC=C1,kidney,Rat,Human,0.285714286,0.413679928,0.907172996,,,,,
Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(N)C=C1,kidney,Rat,Human,0.725806452,0.63779664,0.907172996,,,,,
COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,CN1C(=S)C2=CN=C12,brain,Rat,Human,0.119402985,0.98263675,1,,,,,
CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,Cl[Hg]C1=C(Cl)C=C(Cl)C=C1,kidney,Rat,Human,0.291666667,0.998411298,0.907172996,,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCCC[Sn](CCCCC)(CCC)O[Sn](CCCC)(CC)CCC,kidney,Rat,Human,0.321100917,0.972564936,0.907172996,,,,,
CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,NC1=CN=NC2=C1C=NC=C2,prostate,Rat,Human,0.085365854,0.625207663,0.967391304,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=C([Hg]Cl)C=CC=C1,kidney,Rat,Human,0.307692308,0.974101305,0.907172996,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NC1=C(N)C=C(N)C=C1,kidney,Rat,Human,0.325,0.463745028,0.907172996,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].[Cl-].[Hg++],kidney,Rat,Human,0.012987013,0.999368131,0.907172996,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NC1=CC(=C(NC2=CC=C2Cl)C=C1)\C#N,kidney,Rat,Human,0.224137931,0.519041538,0.907172996,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@H]1O[C@H](C)[C@H](O)[C@@H]1O,kidney,Rat,Human,0.132352941,0.719920337,0.907172996,,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,Cl.COC(=O)O[Hg]CCOC1=CC=CC=C1,kidney,Rat,Human,0.1875,0.69157654,0.907172996,,,,,
CCCC[Sn](Cl)(CCCC)CCCC,CC[Sn](Cl)(Cl)Cl,prostate,Rat,Human,0.133333333,0.750298619,0.967391304,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OC)=C4)[C@@H]1CC2=O,kidney,Rat,Human,0.15625,0.650811553,0.907172996,,,,,
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,NC1=CC=C(C=C1)N=NC1=CC=CC=C1,kidney,Rat,Human,1,0.616484702,0.907172996,,,,,
CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1,OC1=C(Cl)C=C(\C=C/N=C\C2=C(Cl)C=C2)C=C1,prostate,Rat,Human,0.137614679,0.573827446,0.967391304,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.625,0.735302866,0.907172996,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,[H+].CCOC1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.245614035,0.997201085,0.907172996,,,,,
[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S([O-])(=O)=O)C=C1,[Na+].[O-][N+]1=CC=C(C=C1)C1=CC2=C(C=CC=C2)C=C1C1=CC=C(C=C1)C1=CC=CC=C1,kidney,Rat,Human,0.374100719,0.396634161,0.907172996,,,,,
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C1=CC=C(O)C=C1,prostate,Rat,Human,0.025974026,0.58908993,0.967391304,,,,,
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(CC=C)=C2C)C1(C)C,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4C(=O)CC[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,0.207920792,0.463390648,0.907172996,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OC1=CC=C(C=C1)C(=O)C1=CC(=CC=C1)C(F)F,kidney,Rat,Human,0.163398693,0.611658275,0.907172996,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](C)[C@@]1(C)CC[C@]1([H])C3=CC=C(C)C=C3CC[C@@]21[H],prostate,Rat,Human,0.303370787,0.524356544,0.967391304,,,,,
CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,ClCC1=C(Cl)C(=O)N1C1=C(C(Cl)=C(NC(F)F)C(F)F)C=C1,kidney,Rat,Human,0.119266055,0.603739262,0.907172996,,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,0.581818182,0.537824988,0.967391304,,,,,
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[K+].[Ag+].[C-]#N.[C-]#N,kidney,Rat,Human,0.028571429,0.973747432,0.907172996,,,,,
CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,CC(C)(O)C(=O)NC1=NC=N\N1,prostate,Rat,Human,0.113924051,0.603764296,0.967391304,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=[Au]SC(=O)C=C3CC[C@@]21.C,kidney,Rat,Human,0.225225225,0.998372495,0.907172996,,,,,
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,COC1=CC(C)=C(C=C1)C(C)Cl,prostate,Rat,Human,0.058139535,0.501272142,0.967391304,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,prostate,Rat,Human,0.836363636,0.998969674,0.967391304,,,,,
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,CC(C)=CCC1=C(OC2=CC=CC=C2)C(C)=C=C1,prostate,Rat,Human,0.287234043,0.59046495,0.967391304,,,,,
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,[O-][N+]1=C(SC2=[N+]([O-])C=CC=C2)C=CC=C1,kidney,Rat,Human,0.264705882,0.695312083,0.907172996,,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=CC(=O)C2=CC3=C(C(O)=C4[C@H](O[C@H]5[C@][C@H](O)[C@H](C[C@H](N)[C@H](O)C4C(C)O5)C3=C1)C2=O)C(C)=O,kidney,Rat,Human,0.19205298,0.04284282,0.907172996,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[H+].[Cl-].[Hg++],kidney,Rat,Human,0.012987013,1,0.907172996,,,,,
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCN(C)C)C=C1)C1=CC=CC=C1,kidney,Rat,Human,0.873563218,0.994498193,0.907172996,,,,,
CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,OC1=CC=CC(=C1)\N=N\C1=C(SC2=CC=C(C=C2)C(F)F)C=C1,kidney,Rat,Human,0.212389381,0.779181838,0.907172996,,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CC(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.474576271,0.133877173,0.907172996,,,,,
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC1=CC(CCC1)=O,prostate,Rat,Human,0.179487179,0.917760372,0.967391304,,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,OC1=CC=CC(C(=O)OC2=CC=CC=C2)=C1,kidney,Rat,Human,0.376470588,0.215615779,0.907172996,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.625,0.735302866,0.907172996,,,,,
O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1,CO\N=C(\C1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1,prostate,Rat,Human,0.310810811,0.545594811,0.967391304,,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,NC1=C(O)C=C(C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.166666667,0.656968057,0.907172996,,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,[Na+].CC(=O)NC1=CC=C(C=C1)S([O-])(=O)=O,prostate,Rat,Human,0.223404255,0.473626435,0.967391304,,,,,
FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,FC1(F)CN1C(=O)NC1=NC(Cl)=C(Cl)C=C1Cl,kidney,Rat,Human,0.150537634,0.135652348,0.907172996,,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,CCOC1=CC=C(C=C1)N=NC1=CN=C(Cl)C=C1,kidney,Rat,Human,0.223404255,0.526186943,0.907172996,,,,,
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,O=NC1=CC=C(NC=N)C=C1,kidney,Rat,Human,0.174603175,0.365754545,0.907172996,,,,,
O.[K+].NC(=O)C1=NC(=N[N-]1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,N[C@H](O)C1=CC=CC(=C1)N=NNC1=CC=C(C=C1)N=NC1=C=C=C1F,kidney,Rat,Human,0.172932331,0.491638303,0.907172996,,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,C\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.786885246,0.798607528,0.907172996,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,CCCC1=CC=C(SC)C=C1,prostate,Rat,Human,0.127659574,0.576717556,0.967391304,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].[Cl-].[Hg++],kidney,Rat,Human,0.012987013,0.999368131,0.907172996,,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCC[Sn](CCCC)(CCCC)O[Sn](CCC)(CCCC)CCC,kidney,Rat,Human,0.297297297,0.96754998,0.907172996,,,,,
[Cl-].CCCCCCCCCCCC[N+](C)(C)C,[Cl-].[Cl-].[Cl-].[Hg++],brain,Rat,Human,0.020833333,0.966771901,1,,,,,
CC(C)(COCC1CO1)COCC1CO1,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,0.071428571,0.446898282,0.907172996,,,,,
OC1=CC(Cl)=C(C=C1)C1=CC=CC=C1,OC1=CC=C(C=C1)C1=CC=CC=C1,prostate,Rat,Human,0.56,0.501230776,0.967391304,,,,,
COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,OC1=CC=C(CC2=CC=CC=C2)C=C(O)C=C1,brain,Rat,Human,0.115044248,0.863641143,1,,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,Cl.CN(C)C(=O)C1(CN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=CC=C2)C1=O)NCC(C[C@H]1)CCC1,kidney,Rat,Human,0.169811321,0.274754614,0.907172996,,,,,
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,F[Sn](C1=CC=CC=C1)(OC1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.547619048,0.99256587,0.907172996,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,0.21,0.779802382,0.907172996,,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCC(C)C(=O)OCOC1=CC=C(O)C=C1,prostate,Rat,Human,0.447761194,0.470475316,0.967391304,,,,,
FC1=CC(Br)=C(C=C1)C(=O)NS(=O)(=O)\C=C\C1=CC=CS1,OC1=CC=C(\C=C\C(=O)\C=C\C=C1)\C=C\C=C(C)S(=O)=O,prostate,Rat,Human,0.208333333,0.678275704,0.967391304,,,,,
ClC1=CC=C(C=C1)C(C(=O)C1C(=O)C2=C(C=CC=C2)C1=O)C1=CC=CC=C1,ClC1=NC(=O)N1C1=C(NCOC2=NC3=C(C=CC=C3)C=N2)C=C=C1,prostate,Rat,Human,0.195121951,0.507846594,0.967391304,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,O[As]C(=O)C=O,kidney,Rat,Human,0.075757576,0.01944245,0.907172996,,,,,
CC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(OC2=CC=C(Cl)C=C2)C=C1,C1=C(C)N=NC(=N1)C1=C(N=C(OC(=O)C#N)C=C1)C(=O)NC1=CC=CC=C1,kidney,Rat,Human,0.156716418,0.116104066,0.907172996,,,,,
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,NC1=C(O)C=C(C2=CC=CC=C2)C=C1,kidney,Rat,Human,0.40625,0.232271507,0.907172996,,,,,
CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CN1C=NNNC(=O)N=C1,prostate,Rat,Human,0.103896104,0.613346577,0.967391304,,,,,
CC(C)(C)C1=CSC(=N1)C1=CC2=C(O1)C=CC(OCC1=CC=CC=C1CC(O)=O)=C2,CC(=O)OC1=CC=C(CCNC(=O)C2=C(N)C=C=C2)C=C1,prostate,Rat,Human,0.190082645,0.514573991,0.967391304,,,,,
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,CCCCCCCN=C(CCO)C=C(N)C(=O)OC(Cl)Cl,kidney,Rat,Human,0.158333333,0.118324138,0.907172996,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].[Cl-].[Hg++],kidney,Rat,Human,0.012987013,0.999368131,0.907172996,,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,BrC(COCC1=CC=CC=C1)C(F)=NC1=C(OC2=CC=CC=C2)C#CC=C1,kidney,Rat,Human,0.271186441,0.075931422,0.907172996,,,,,
